"study","cell_id","scenario","factor_changed","method","n","p","main_k","separation","main_structure","main_distribution","minority_ratio","q","minority_sd","minority_proximity","MajorARI","MinorityDetectionF1","MinorityClusterF1","AnyMicroDiscovery","AbsQError","SpuriousExtraClusters","end_to_end_seconds"
"architecture",69,"M4","full_factorial","TSRClust_validated",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.961245160435848,0.60351583211241,0.556072535033529,0.766666666666667,0.74,0,1.13884999999987
"architecture",70,"M4","full_factorial","TSRClust_validated",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.98782229177334,0.772367318052699,0.758682351880959,0.953333333333333,0.18,0,1.41027666666667
"architecture",71,"M4","full_factorial","TSRClust_validated",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.919818934275922,0.577730312112414,0.526098284914904,0.75,0.8,0,1.1093566666666
"architecture",72,"M4","full_factorial","TSRClust_validated",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.987560510109996,0.750713199788149,0.725209778674192,0.946666666666667,0.26,0,1.39759999999995
"architecture",73,"M4","full_factorial","TSRClust_validated",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.961978589359232,0.848834010559162,0.845122779273164,0.996666666666667,0.26,0.243333333333333,2.57622333333321
"architecture",74,"M4","full_factorial","TSRClust_validated",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.980081132648227,0.835938065037688,0.832924435153311,1,0.383333333333333,0.37,2.70722333333329
"architecture",75,"M4","full_factorial","TSRClust_validated",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.923531944416126,0.846209282445479,0.841927645326086,1,0.223333333333333,0.203333333333333,2.63851333333355
"architecture",76,"M4","full_factorial","TSRClust_validated",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.982733858987499,0.812553122807507,0.809736899515951,1,0.46,0.453333333333333,2.76673000000049
"architecture",77,"M4","full_factorial","TSRClust_validated",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.962257139888931,0.761596578024319,0.744725553858708,0.9,0.313333333333333,0,1.84225333333316
"architecture",78,"M4","full_factorial","TSRClust_validated",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.987707015672062,0.822255297608866,0.818004048195403,0.983333333333333,0.0633333333333333,0,2.0536333333333
"architecture",79,"M4","full_factorial","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.924598149354759,0.770064995166695,0.754053386211958,0.916666666666667,0.276666666666667,0,1.74188333333346
"architecture",80,"M4","full_factorial","TSRClust_validated",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.988361496243712,0.806373445665994,0.800895718009684,0.97,0.1,0,1.89427333333316
